disease,username,text
0,leoperezmusica,"This has been my fabourite piece by the super talented Polina Konovalova lostcutprod for @pobedaband autumn run of shows in #санктпетербург // #Петрозаводск and #москва @ Moscow, Russia https://t.co/jpMmB7QONg"
0,leoperezmusica,Heading north for the weekend with @pobedaband https://t.co/h9Yi41H0uy
0,leoperezmusica,@SacredGeoInt Yessss!! Infinite happiness!!
0,leoperezmusica,Descubierto bajo el hielo de Groenlandia uno de los mayores cráteres del planeta | Ciencia | EL PAÍS https://t.co/lQCvKgqyDP
0,leoperezmusica,@PassionateZephy @facebook Thanks for answering!! Im working now and cant reply propperly. Sleep well fellow human!!
0,leoperezmusica,"@PassionateZephy @facebook I was kindly asking yours. 

I rather zero sensorship on platfotms like facebook//twitter  : 

What do you think??"
0,leoperezmusica,"@PassionateZephy @facebook Hey there stranger!! I read your tweet and I respectfully would like to share my opinion and hear your thoughts about it.... 

::: Better not to restrict speech what so ever right? :::

#botsarenotpeople
#FreeSpeech
#Facebook 
#sensorship"
0,leoperezmusica,"@SacredGeoInt Started the read now!... So far, so good!! Thanks a lot Randall!!"
0,leoperezmusica,@PirateSpitter @CaraSantaMaria Exactly!!
0,leoperezmusica,"@CaraSantaMaria I would add that the reason why those words are used as pejorative by some is not to insult, but because we feel this that this divide has goten out of hand both from the right and the left. So, some of us feel that wee need to say sometimes ""enough"" humans = individual NOT group"
0,leoperezmusica,@CaraSantaMaria Thanks for your answer. I wish you a great day!
0,leoperezmusica,"@CaraSantaMaria There are some people who are not racist, homophobe or bigot and who do not like to atribute all human interactions to a power struggle between groups. Rather we see all people as individuals, thats why we see all humans as equals.

So ... which words would you allow us to use?"
0,leoperezmusica,@fba Ahaaaa!! Told ya :) un fuerte abrazo bro!!
0,leoperezmusica,#recording #studio #bliss at @dthstudios in #moscow @ DTH Studios https://t.co/PxgmV7mdEx
0,leoperezmusica,"@vicenews @VICE But now she climbed up the hierarchy ladder so she will be able to, ""sort it out"" so in her own words: 

""Dont worry"""
0,leoperezmusica,Once again @SouthPark were right :: #jjabrahams #starwars #memeberberries https://t.co/InAMZV3U94
0,leoperezmusica,@Rainmaker1973 Cant this be scaled up to make tons of energy? Will it be efficient if so? Or will solar panels produce more energy than what this motor may be able to produced for the same unit of cost?
0,leoperezmusica,@cedricbixler_ Exo-comet!
0,leoperezmusica,@iamsaintclair @MrBrunoMajor The human condition is tought to bear many times across our lives. Music can express that fact very well.
0,leoperezmusica,"Prediction :: @TuckerCarlson will be the running mate of @benshapiro ((or viceversa)) if either or them run for office one day. 

#markmywords 
@Shapiro_2024"
0,leoperezmusica,@JeremeRobinson I certainly did!
0,leoperezmusica,@whyldwaste Some people do want to listen to them!!
0,leoperezmusica,@JDeBastosH Word
0,leoperezmusica,"@JDeBastosH But they are a part of the caravan right? Meaning that some of those vandals may come in... So this give legitimacy to the right to disqualify them as they dont have to identify them one by one in order to pass a judgement about the situation.

Its not an easy one indeed!"
0,leoperezmusica,@anablabla Porque vemos el mundo con seriedad? ... Not so bad right?
0,leoperezmusica,@garciabanchs @Orwell1971 Porque no hay opcion ambos?
0,leoperezmusica,"@LuisCarlos Porque es facil confundir empatia y la compasion con una erronea y patologica vision de mundo ya que el izquerdista busca en principio ayudar al oprimido.

Es un terreno resbaloso lleno de arenas movedizas y la mente joven cae en esa trampa facilmente.

Importante es rectificar."
0,leoperezmusica,@wilddnothing Luego de 5 años me parece
0,leoperezmusica,@Orwell1971 Venezuela ya murio :'(
0,leoperezmusica,@broadly @VICE Identity politics everywhere https://t.co/U7F4oVxidI
0,leoperezmusica,"Halloween 2018... The time that the department or art direction of @maniacnetflix were eagrely waiting for. 

Enjoy the twitter fireworks guys! https://t.co/bvMHOC0Khu"
0,leoperezmusica,@masaria This is the best time for humans in our history and most of the things we take for granted are mircacles from the perspective of our ancestors. I leave you with @sapinker + TONS of data to support the claim https://t.co/wvMDy0PGfS ((there is a TED 18 min version too))
0,leoperezmusica,@gerasimow Creators of polls cant vote on them!
0,leoperezmusica,@gerasimow My twitter following sucks! Give it a retweet to see if we can turn this one up! We got 6 days!
0,leoperezmusica,"@gerasimow I want that result to win... But so far, lord of the rings is wining!! You need to vote my bro!"
0,leoperezmusica,@Sathnam Voldemort
0,leoperezmusica,"@ojosrojos_ Linda historia! Orgulloso de ustedes, sin embargo, no deje que su identidad sea determinada por un grupo u orientacion. La individualidad supeepone al grupo. Todos vivimos experiencias unicas. Usted es un ser hunano, eso es mcho mas importante que su orientacion sexual."
0,leoperezmusica,"Open question to my friends and extended twitter family :::: 

#HarryPotter vs #LordOfTheRings"
0,leoperezmusica,"@RubinReport The left lining up to get exploited by corporations and elevating them to the level of moral references.

2018 = hectic + confusing + dissapointing"
0,leoperezmusica,"@josia23 Bien dicho! 

Increible la disociacion de nuestros actores politicos y morales con el mundo exterior a la realidad venezolana.

Clasica ceguera autoinducida. 

Asi es nuestra cultura."
0,leoperezmusica,@VicMarquez Izquierda vegetariana!! Primera vez que leo este termino. Cuentanos mas al respecto @VicMarquez ?
0,leoperezmusica,"@Hefner Has visto el mas reciente capitulo de south park...?? Se llama ""The problem with a poo"" altamente recomendado!"
0,leoperezmusica,@jeandeoliveirax Griacias por inspirar a toda una generacion!! Brindamos por 20 años mas!!
0,leoperezmusica,@JDeBastosH @marianodealba Corrijo!! 6mil!!!
0,leoperezmusica,@JDeBastosH @marianodealba Super interesante resultado!!! 50% 50% luego de mas de 2mil votos!!
0,leoperezmusica,"@InitiativeQ is a new currency built by ex-PayPal guys, currently given for free. If Q becomes a leading payment network, economic models estimate the reward would be around $130,000.
Just need name and email and your spot is reserved.
By invite only: https://t.co/SA6ExAj3nW @fba"
0,leoperezmusica,"@mdaodao Amor, coraje y fuerza a todos."
0,leoperezmusica,@maxmanzano El mundo ha dado un giro desagradable e inesperado hacia la cultura P.C ... Triste ver a los simpsons siguiendo esa tendencia.
0,leoperezmusica,"@acetabulario Es una de las mejores cosas que han ocurrido en este sistema solar. 

@netflix ... What about a very awaited return of Who's line is it anyway? 

Will we live to witness such a wonder!?"
0,leoperezmusica,So who's gonna take over? Voldemort? https://t.co/nBDVv7laTW
0,leoperezmusica,@Gigwise Good luck at inforcing that @WirelessFest !! https://t.co/he7zRdY0KN
0,_maxinetrout,"I have been diagnosed with anxiety, I have seen a counselor, I have recently seen a psychiatrist and have been put… https://t.co/d1VR0YGWor"
0,_maxinetrout,Update: Nash and Riley went to get food with me and then watch Gossip Girl
0,_maxinetrout,Spending the first night of my birthday weekend in my room watching Gossip Girl alone.
0,_maxinetrout,I love you so much. 💕 https://t.co/iR3JwZrhom
0,_maxinetrout,"So, when people get nervous with normal things that are human nature to be worried about, like a test for example, it really bothers me. Most people don’t know what I go through on a daily basis to try to function. I wish I had your anxiety."
0,_maxinetrout,"I have been diagnosed with anxiety, I have seen a counselor, I have recently seen a psychiatrist and have been put on medication. Most days I feel like I can’t leave my room/house without having an anxiety attack and everyday I have anxiety attacks over little things."
0,_maxinetrout,"This is so true. It frustrates me when people complain about having an anxiety disorder and they’re just nervous about something. Everyone has anxiety. It’s human nature, but having an anxiety disorder that effects your everyday functioning is completely different. https://t.co/Rspq6JHIKr"
0,_maxinetrout,I turn 20 in almost 192 hours and I don’t know how I feel about it.
0,_maxinetrout,"@kait_payne Yup, and always will be 💞"
0,_maxinetrout,@kait_payne I made you a whole ass playlist
0,_maxinetrout,@GraceAK_99 You’re the worst 🤮
0,_maxinetrout,@epmill988 Let’s do it 😈
0,_maxinetrout,@epmill988 Team Logan fr
0,_maxinetrout,@wiggins_aletha Love you 💞
0,_maxinetrout,It’s hard to talk when no one wants to listen.
0,_maxinetrout,Sometimes I wonder how things got like this.
0,_maxinetrout,Sometimes I just don’t know how I’m going to make it.
0,_maxinetrout,Heroin really does come straight from the devil.
0,_maxinetrout,@jenna_holida I can’t stop watching this 😂
0,_maxinetrout,@erikadukeshire Of course not you 💞
0,_maxinetrout,I really think I’m just gonna stop talking to people in general.
0,_maxinetrout,@beth_grace16 Wow I love you so much 😩
0,_maxinetrout,It’s been so long I don’t even remember what happiness feels like.
0,_maxinetrout,@evealright 🙋🏼‍♀️🙋🏼‍♀️🙋🏼‍♀️
0,_maxinetrout,@zeembx That all nighter was not the move
0,_maxinetrout,@AuroraSome Awe thank ya thank ya ❤️❤️
0,_maxinetrout,Feeling left out all the time might be one of the worst feelings.
0,_maxinetrout,Tired of feeling so alone all the time.
0,_maxinetrout,@abbie_rae3 Love ya Abbie ❤️
0,_maxinetrout,I keep my mouth shut because I’m scared to hurt the feelings of the people I love. Not anymore. It’s the year of standing up for myself.
0,_maxinetrout,I don’t have time in my schedule to be moderately depressed.
0,_maxinetrout,Need. Coffee. Now.
0,_maxinetrout,I’m blessed to have such amazing friends to come home to.
0,_maxinetrout,@erikadukeshire Love youuu 💓
0,_maxinetrout,Love you so much sweetie 😭💞 https://t.co/YyfuCUPBfh
0,_maxinetrout,Wow wow wow my sister is gorgeous 😍😍 https://t.co/sfH2Al5HPr
0,_maxinetrout,@rockhold10 Shut up it’s a song
0,_maxinetrout,@RileyGibson13 Hi resident. You are more then enough and I love you. 💓
0,_maxinetrout,Moving on seems harder to do when the one that you love was faster than you.
0,_maxinetrout,HAPPY HAPPY BIRTHDAYYY @HopeZurbriggen 🎉💞
0,_maxinetrout,@brook_lynn21 I forgot to do it too wow
0,_maxinetrout,@iceroomsrgross @rockhold10 Love you 💗
0,_maxinetrout,@rockhold10 I don’t know ab that
0,_maxinetrout,@lindsey_lee24 Wow I love you 😭💓
0,_maxinetrout,@HughesDreona 💓💓
0,_maxinetrout,Not sure if it’s my anxiety or what but I constantly feel like no one cares.
0,_maxinetrout,Can’t believe this place I wanted to come back to all summer is the place I’m now trying to get away from.
0,_maxinetrout,@abbie_rae3 Hahaha yes 💞💞
0,beccahughes06,@I_goal_dig Thank you finally someone who has common sense i have been diagnosed with Anxiety &amp; Depression by profe… https://t.co/B847gPtKKm
0,beccahughes06,@shanedawson Social Media listens to you when you talk (ok mostly Facebook) but that’s a good theory to look into.
0,beccahughes06,How inspiring 😂🙄🖤 https://t.co/o8p68Ulwxa
0,beccahughes06,@I_goal_dig Thank you finally someone who has common sense i have been diagnosed with Anxiety &amp; Depression by professionals i hate when people go ahead and just say they have Anxiety because they’ve been upset a few times. like nah 🙄
0,beccahughes06,Oh my god oh my god oh my god https://t.co/CWbufmQyLE
0,beccahughes06,🖤 https://t.co/IbCIyi2x1o
0,beccahughes06,@DavietheDJ @Borlando_ This is to funny  😂😂
0,beccahughes06,@DavietheDJ 😂😂😂
0,beccahughes06,@JohnHartson10 @DavietheDJ Hope he dies a painful slow death.
0,beccahughes06,. https://t.co/Oqdtzsd8Za
0,beccahughes06,hi october
1,GamingHuntress,"@TTVxHeadshotx Thank you!!!! I have been diagnosed with depression, Bipolar and an anxiety disorder. If I’m having… https://t.co/lGwcV634Bp"
1,GamingHuntress,Just went live! Come join the hunt! https://t.co/fnfkBuo1Yc
1,GamingHuntress,"Hey guys, I’m LIVE with some #Fortnite My $50 gift card giveaway is LIVE!! #HSConnects Streamer for @TAPeSportsGG https://t.co/K1cLuwlfud"
1,GamingHuntress,"@TTVxHeadshotx Thank you!!!! I have been diagnosed with depression, Bipolar and an anxiety disorder. If I’m having an attack, ppl will say just breathe or it’s not that bad. Some ppl just don’t understand and are too stupid to comprehend."
1,GamingHuntress,"Hey everyone. I won’t be streaming due to not feeling too well. You can still enter for the $50 gift card by following my TWITCH and using your first FREE ticket. 
#HSConnects Streamer for @TAPeSportsGG https://t.co/K1cLuwlfud"
1,GamingHuntress,Just went live! Come join the hunt! https://t.co/llTMeO3Dvg
1,GamingHuntress,"Hey guys, I’m LIVE with some #DeadbyDaylight!  My $50 gift card giveaway is LIVE!! #HSConnects Streamer for @TAPeSportsGG https://t.co/K1cLuwlfud"
1,GamingHuntress,Just went live! Come join the hunt! https://t.co/fcH6l8gHZt
1,GamingHuntress,"Alright everyone, to make my very first giveaway more interesting..hop into my stream now and win extra hatchets for certain things that happen in game. #HSConnects Streamer for @TAPeSportsGG https://t.co/K1cLuwlfud"
1,GamingHuntress,"Hey guys, I’m LIVE with some #DeadbyDaylight!  My $50 gift card giveaway is LIVE!! #HSConnects Streamer for @TAPeSportsGG https://t.co/CwSJShnGaH"
1,GamingHuntress,"Hey guys, I’m LIVE with some #Fortnite My $50 gift card giveaway is LIVE!! #HSConnects Streamer for @TAPeSportsGG https://t.co/K1cLuwlfud"
1,GamingHuntress,Just went live! Come join the hunt! https://t.co/SErdQsTWzX
1,GamingHuntress,"Alright everyone, to make my very first giveaway more interesting..hop into my stream now and win extra hatchets for certain things that happen in game. #HSConnects Streamer for @TAPeSportsGG https://t.co/SQHNaPjysR"
1,GamingHuntress,"Alright everyone, to make my very first giveaway more interesting..hop into my stream now and win extra hatchets for certain things that happen in game. Stop by and say hi! https://t.co/K1cLuwlfud"
1,GamingHuntress,Just went live! Come join the hunt! https://t.co/vQAUwHPzzU
1,GamingHuntress,"Hey guys, I’m LIVE with some #DeadbyDaylight!  My $50 gift card giveaway is LIVE!! #HSConnects Streamer for @TAPeSportsGG https://t.co/K1cLuwlfud"
1,GamingHuntress,Just went live! Come join the hunt! https://t.co/YqQKjtEfZy
1,GamingHuntress,"Hey guys, I’m LIVE with some #Fortnite My $50 gift card giveaway is LIVE!! #HSConnects Streamer for @TAPeSportsGG https://t.co/K1cLuwlfud"
1,GamingHuntress,@TTVxHeadshotx Love the name!
1,GamingHuntress,"Hey guys, I’m LIVE with some #DeadbyDaylight My $50 gift card giveaway is LIVE!! Head on over to my Twitch page and check out the rules and how to enter under the Contest tab. #HSConnects Streamer for @TAPeSportsGG"
1,GamingHuntress,"Hey guys, I’m LIVE with some #DeadbyDaylight My $50 gift card giveaway is LIVE!! Head on over to my Twitch page and check out the rules and how to enter under the Contest tab. #HSConnects Streamer for @TAPeSportsGG https://t.co/dfs2d0Wxsc"
1,GamingHuntress,Just went live! Come join the hunt! https://t.co/hPqr6OkgRI
1,GamingHuntress,"Here is the direct link to the contest page guys. Sorry, a little out of it and missed putting it in my main tweet. https://t.co/Ko8zAH3JIC"
1,GamingHuntress,"Hey everyone, guess what? My $50 gift card giveaway is LIVE!! Head on over to my Twitch page and check out the rules and how to enter under the Contest tab. #HSConnects Streamer for @TAPeSportsGG https://t.co/K1cLuwlfud"
1,GamingHuntress,"Hey everyone. I'm sorry for the late tweet, but I will not be gaming tonight due to the fact that I'm not feeling well. I will be back tomorrow at my normal time of 7pm central. Thanks for understanding. #HSConnects"
1,GamingHuntress,"@TTVxHeadshotx OMFG, SO ADORABLE!!!"
1,GamingHuntress,"Hey everyone, I hope your Thanksgiving was awesome!! My friend is going to do a LIVE school girl outfit stream at 350 Followers!! Head over there and smash that follow button!! #HSConnects https://t.co/m49P0XrdQM"
1,GamingHuntress,HAPPY THANKSGIVING EVERYONE I’m LIVE with some Fortnite shenanigans. Stop by and say hi! #HSConnects Streamer for @TAPeSportsGG https://t.co/K1cLuwlfud
1,GamingHuntress,Just went live! https://t.co/17GJbPYnFu
1,GamingHuntress,@PromoteStreams @PromoteTTV https://t.co/SQHNaPjysR
1,GamingHuntress,Just went live! https://t.co/iZIN2iNhTg
1,GamingHuntress,Hey guys!! I’ll be LIVE with some Fortnite shenanigans. Stop by and say hi! #HSConnects Streamer for @TAPeSportsGG https://t.co/K1cLuwlfud
1,GamingHuntress,"Hey everyone, I’m LIVE. Makeup stream for missing last nights. #HSConnects Streamer for @TAPeSportsGG https://t.co/SQHNaPjysR"
1,GamingHuntress,Just went live! https://t.co/DyMTqBDW4V
1,GamingHuntress,"Hey everyone, I’m LIVE. Makeup stream for missing last nights. #HSConnects Streamer for @TAPeSportsGG https://t.co/K1cLuwlfud"
1,GamingHuntress,Just went live! https://t.co/0vWYix2En9
1,GamingHuntress,"Hey everyone, I’m LIVE, come say hi! #HSConnects Streamer for @TAPeSportsGG https://t.co/K1cLuwlfud"
1,GamingHuntress,Just went live! https://t.co/i9bBm00Ach
1,GamingHuntress,Just went live! https://t.co/AkVV8XyqHS
1,GamingHuntress,"Haven’t been LIVE in a while, stop by and say hi! #HSconnects Streamer for @TAPeSportsGG https://t.co/K1cLuwlfud"
1,GamingHuntress,Just went live! https://t.co/cTVbJnJR0G
1,GamingHuntress,"Early stream today, come by and say hi! #HSConnects #TAPeSportsGG https://t.co/SQHNaPjysR"
1,GamingHuntress,Hey everyone. Something has come up and I won’t be able to stream tonight. I’ll be back Monday 7PM central time. Thanks for understanding! #HSConnects
1,GamingHuntress,Just went live! https://t.co/7reWCUHKxs
1,GamingHuntress,Early stream today! Stop by and say hi! #HSConnects #TAPeSportsGG https://t.co/SQHNaPjysR
1,GamingHuntress,Guys I’m LIVE with some #Fridaythe13th Stop by and say hi! #HSConnects #TAPeSportsGG https/Twitch.tv/huntress_gaming
1,GamingHuntress,Just went live! https://t.co/6odQHlh17D
1,GamingHuntress,@TAPeSportsGG Thank you!! Glad to be working with you again!!
1,GamingHuntress,Just went live! https://t.co/CYK22kIAQU
1,GamingHuntress,Fortnite shenanigans! Early stream! Come say hi! #HSConnects https://t.co/K1cLuwlfud
1,GamingHuntress,Hey everyone. I won’t be streaming tonight due to me not feeling well. I’ll be back online tomorrow at 7pm central time! #HSConnects
1,GamingHuntress,Just went live! https://t.co/iM2OSH5PBP
1,GamingHuntress,"Hey everyone!! I’ll be going LIVE here shortly. Stop by and hang out 8)
#HSConnects https://t.co/K1cLuwlfud"
1,GamingHuntress,Just went live! https://t.co/g94ysjnEnf
1,GamingHuntress,I’m LiVE again guys! Stop by and say hi! #HSConnects https://t.co/SQHNaPjysR
1,GamingHuntress,Just went live! https://t.co/yYotEjRbmE
1,GamingHuntress,Hey guys I’m LIVE with some areas by Daylight! Stop by and say hi! #HSConnects  https://t.co/K1cLuwlfud
1,GamingHuntress,Just went live! https://t.co/eWgedzF6NZ
1,GamingHuntress,I’m LIVE guys!! The entity has found me. #HSConnects https://t.co/K1cLuwlfud
1,GamingHuntress,@xHeadshotx2 Awesome decision hun! I was just thinking about doing this myself!
1,GamingHuntress,@hounchi @vuzby @xHeadshotx2 @NerdBubblesSays @Myladyballs @GillyLillyYT @TheMtV59 @C0ncentrated @Quizzy_92 @Squirt6D @Shorts20Truth Thanks for the shoutout hun!
1,GamingHuntress,"Part 2 of my Halloween stream is LIVE with some Friday the 13th! Stop by and hang out 8) #HSConnects 
https://t.co/zjPiZ3LXA1"
1,GamingHuntress,Just went live! https://t.co/PymZj6ZyAU
1,GamingHuntress,I’m LIVE kicking off my Halloween stream with some Dead by Daylight! Come stop by. #HSConnects https://t.co/K1cLuwlfud
1,GamingHuntress,Happy Halloween everyone! Stay safe out tonight! 🎃👻 #HSConnects
1,GamingHuntress,@xHeadshotx2 @TheatricalGamer this is the Discord I was talking about. Everyone is super supportive just like you!
1,GamingHuntress,Just went live! https://t.co/fuigGAoAAC
1,GamingHuntress,"Hey guys I’m LIVE! Some #DeadbyDaylight fun! Come hang out! #HSConnects 
https://t.co/K1cLuwlfud"
1,GamingHuntress,@eliaraujo0702 Yeah. Gage got it for me.
1,GamingHuntress,"Hey guys! I’m LIVE with an attempt at BO4 Blood of the Dead EE. Stop by and hang out! #HSConnects #CallofDuty 
https://t.co/SQHNaPjysR"
1,GamingHuntress,"Hey everyone!! Streaming some Friday the 13th with @Shorts20Truth !! Stop by and say hi! #HSConnects 
https://t.co/K1cLuwlfud"
1,GamingHuntress,"Hey guys!! I’m LIVE! Stop by and hang out 8) #HSConnects 
https://t.co/K1cLuwlfud"
1,GamingHuntress,Just went live! https://t.co/ImVIJ41pwL
1,GamingHuntress,@HalfieChan Oh no 😩 I hope you get better!! 💙
1,GamingHuntress,"Hey guys! I’m LIVE with some #Deadbydaylight fun. Stop by and say hi! #HSConnects #SupportSmallerStreamers 
https://t.co/K1cLuwlfud"
1,GamingHuntress,Just went live! https://t.co/ClCj1eB5Vw
1,GamingHuntress,@xHeadshotx2 You’re an amazing supporter to everyone you know!! Don’t ever second guess that!
1,GamingHuntress,Just went live! https://t.co/rKabqngFia
1,GamingHuntress,"Hey guys! I’m going LIVE, stop by and say hi. #HSConnects #SupportSmallerStreamers https://t.co/K1cLuwlfud"
1,GamingHuntress,Just went live! https://t.co/KxCIRCGv62
1,GamingHuntress,"Hey everyone, I’m LIVEon my first day as an Affiliate! Stop by and say hi! 
https://t.co/SQHNaPB9kp #HSConnects"
1,GamingHuntress,Just went live! https://t.co/C1oR0fC4aD
1,GamingHuntress,"Hey guys!! I’m LIVE with my first Affiliate stream! Stop by and say hi! #HSConnects #SupportSmallStreamer 
https://t.co/K1cLuwlfud"
1,GamingHuntress,@HalfieChan @AllaNiccc @Scomurr710 @AmieeLaad @becswrecks @Gaming357Mason @skater_chick17 @scarl0w @MrTidwellSkillz @Stallion_TTV HAPPY BIRTHDAY!!!🎊🎉🎂🎈🎁
1,GamingHuntress,"I wanna send another special thank you to this awesome guy, @HalfieChan ! You gave me some awesome advice and pushed me to keep going. Thank you so much for your support, advice and friendship!! You rock!"
1,GamingHuntress,"I wanted to write more, but again, HUGE shout out to #HCConnects for all the support and love!! Couldn’t have done it without you guys!!"
1,GamingHuntress,"Hey guys!! I just got this email and I’m totally freaking out!! I couldn’t have done this without all of your support, advice and friendship!! Thank you so much for joining me on this journey and I can’t wait to see what’s next!! HUGE shoutout to #HCConnects https://t.co/PUvsffNq7O"
1,GamingHuntress,Just went live! https://t.co/AatQubqmxH
1,GamingHuntress,Hey everyone! I’m LIVE! Playing some DBD! Stop by and say hi!! #HCConnects #smallstreamer #SupportSmallerStreamers https://t.co/K1cLuwlfud
1,GamingHuntress,"@uziprincess89 I know we haven’t been able to talk much, I was so sad reading this. You’re streams are always fun! Some people just don’t know how to just be happy for others success. Keep your head up girl and keep killing it!! 👊🏻"
1,GamingHuntress,@HalfieChan @becswrecks @GFXCoach @TwitchReTweets @OpticalX2 @thetaylorwolfe @Gaming357Mason @MrTidwellSkillz @skater_chick17 @TheSupermandude @TheatricalGamer I’ll definitely be by!
1,GamingHuntress,"Hey guys, I’m LIVE! Stop by and say hi! #SupportSmallerStreamers #smallstreamer #HSConnects https://t.co/K1cLuwlfud"
1,GamingHuntress,Just went live! https://t.co/9FuFtyABee
1,GamingHuntress,@uziprincess89 @Scomurr710 Congrats!!!!!
1,GamingHuntress,@Lightingale2 @_JesseDuran @Lethilade @Stryker87x @Zekosaur @_xTombStonex_ @xIrish_ @AktomicGaming @staxofbills Thanks so much for the shoutout!!
1,GamingHuntress,"Hey everyone! I’m LIVE! Stop by and hang out! #SupportSmallerStreamers #smallstreamer #HSConnects 
https://t.co/K1cLuwlfud"
1,GamingHuntress,@Scomurr710 @HalfieChan @AllaNiccc @Demented_RTs @GFXCoach @Gaming357Mason @TwitchReTweets @PromoteStreams Lmao!! I’m just starting my stream 😂😂
1,GamingHuntress,Just went live! https://t.co/qS0ZbIxxOs
1,GamingHuntress,Just went live! https://t.co/lgqnaedQIh
1,GamingHuntress,https://t.co/K1cLuwlfud
1,GamingHuntress,"Hey everyone! I don’t normally stream on Sundays &amp; Monday’s, but I’m doing a little surprise stream today! Stop by and say hi if you can! I’m so close to my October goal for viewers!! 2.49/3! You guys have been so awesome!"
1,GamingHuntress,Just went live! https://t.co/8uKFkZu86Y
1,GamingHuntress,"Hey guys, I’m LIVE! Stop by and say hi 8) 
#SupportSmallerStreams #smallstreamer #DeadbyDaylgiht 
https://t.co/zXiUQMokca"
1,GamingHuntress,Thanks to everyone who stopped by the stream tonight! I’ll be back at it tomorrow night!
1,GamingHuntress,"Hey everyone, I’m LIVE!! Stop by and dance with us!! #SupportSmallerStreamers #smallstreamer #HSConnects https://t.co/eh6CrjJCqW"
1,GamingHuntress,Just went live! https://t.co/LjVhubBeel
1,GamingHuntress,Just went live! https://t.co/gODlKFX6l0
1,GamingHuntress,"Hey guys! I’m LIVE! Stop by and hang out! #SupportSmallStreams #smallstreamer 
 https://t.co/eh6CrjJCqW"
1,GamingHuntress,@ThePhatBandit @larabilitytv @NoHarmGaming @CdrCodyLive @_Project_Ares @scarl0w @TheChaseYD You just earned a Follower from this tweet! 💙
1,GamingHuntress,Hey everyone! I’ll LIVE! Stop by and hang it 8) #SupportSmallStreamers #smallstreamer https://t.co/zXiUQMokca
1,GamingHuntress,Just went live! https://t.co/9odBOdV8w0
1,GamingHuntress,@CewkieMonstar @_Titan_X_ https://t.co/zXiUQMokca working on Affiliate and meeting new ppl 8)
1,GamingHuntress,@PromoteStreams https://t.co/zXiUQMokca
1,GamingHuntress,Just went live! https://t.co/UTsIibnOsQ
1,GamingHuntress,@TgodKev1 @xHeadshotx2 LMAO!!
1,GamingHuntress,"@xHeadshotx2 I’ll be streaming in a few, hope you can stop by!"
1,GamingHuntress,"Hey everyone!! I’ll be LIVE here in a few minutes! Stop by and say hi 8) 
https://t.co/zXiUQMokca #SupportSmallerStreams #smallstreamer"
1,GamingHuntress,@Singularize_ @TheSupermandude @Beardedfury102 @JPeazzy3 @theroddimus @scarl0w @OpieBandit @andytino9 @Stallion_TTV @Objectist_ @TheDarkOneAdam https://t.co/zXiUQMokca
1,GamingHuntress,@HalfieChan Thanks love!! You rock!!
1,GamingHuntress,Hey everyone! My internet is finally fixed!! 🎉 I’ll be back to streaming tonight and getting back to my daily streams!!
1,GamingHuntress,@xHeadshotx2 I should be back to streaming this weekend!! 😬🎉
1,GamingHuntress,Hey everyone!! My internet will be fixed within the next 2 or 3 days and I’ll be back to streaming! Thank you for being so patient and understanding with me!
1,GamingHuntress,"@shinigami_vph @navybrat1913 @SupStreamers @TwitchTVOnline @TwitchSharing @NewbStreamTeam @Twitch_Alert https://t.co/zXiUQMokca
I’m LIVE now, stop by and say hi!"
